image_path,label_path
data/images/IMG20260204064347.jpg,data/labels/IMG20260204064347.txt
data/images/20260203_175201.jpg,data/labels/20260203_175201.txt
data/images/IMG20260204064142.jpg,data/labels/IMG20260204064142.txt
data/images/IMG20260204074100.jpg,data/labels/IMG20260204074100.txt
data/images/fotografia fruta limón eleipsoide oblongo.jpg,data/labels/fotografia fruta limón eleipsoide oblongo.txt
data/images/z7774886161706_e0db6864e26345976bca3610666a811a.jpg,data/labels/z7774886161706_e0db6864e26345976bca3610666a811a.txt
data/images/IMG20260203165221.jpg,data/labels/IMG20260203165221.txt
data/images/z7774934284311_8d6224ec64d9e98a08f766513c31059b.jpg,data/labels/z7774934284311_8d6224ec64d9e98a08f766513c31059b.txt
data/images/IMG101241205801.webp,data/labels/IMG101241205801.txt
data/images/IMG20260204074216.jpg,data/labels/IMG20260204074216.txt
data/images/orange-fruit-isolate-citrus-drops-260nw-1928237930.webp,data/labels/orange-fruit-isolate-citrus-drops-260nw-1928237930.txt
data/images/Lemon - Stylized Artistic (1).jpg,data/labels/Lemon - Stylized Artistic (1).txt
data/images/1ba2f7fe94c61554a0f377094152b362.jpg,data/labels/1ba2f7fe94c61554a0f377094152b362.txt
data/images/IMG20260204074401.jpg,data/labels/IMG20260204074401.txt
data/images/z7774934489689_0553e0251e5bd1d6063e2865d40c9393.jpg,data/labels/z7774934489689_0553e0251e5bd1d6063e2865d40c9393.txt
data/images/z7774883014827_c16799e366dbb4a2220bd9aedeb8bdc3.jpg,data/labels/z7774883014827_c16799e366dbb4a2220bd9aedeb8bdc3.txt
data/images/IMG20260203195652.jpg,data/labels/IMG20260203195652.txt
data/images/IMG20260204074255.jpg,data/labels/IMG20260204074255.txt
data/images/IMG20260204064438.jpg,data/labels/IMG20260204064438.txt
data/images/IMG20260204074405.jpg,data/labels/IMG20260204074405.txt
data/images/IMG20260204064103.jpg,data/labels/IMG20260204064103.txt
data/images/IMG20260204064311.jpg,data/labels/IMG20260204064311.txt
data/images/z7774882996925_7a130afb8b7cb0905a2a9163780d83cd.jpg,data/labels/z7774882996925_7a130afb8b7cb0905a2a9163780d83cd.txt
data/images/IMG20260203195659.jpg,data/labels/IMG20260203195659.txt
data/images/IMG20260203195636.jpg,data/labels/IMG20260203195636.txt
data/images/z7499994759619_bb2714abc85a2669a2f6afe26603a39f.jpg,data/labels/z7499994759619_bb2714abc85a2669a2f6afe26603a39f.txt
data/images/IMG20260204064304.jpg,data/labels/IMG20260204064304.txt
data/images/IMG20260204074428.jpg,data/labels/IMG20260204074428.txt
data/images/z7774934432943_b716872dfcc6df9945fa7268832a004a.jpg,data/labels/z7774934432943_b716872dfcc6df9945fa7268832a004a.txt
data/images/z7774883206279_e1784ebca2b8d566420a503220b24928.jpg,data/labels/z7774883206279_e1784ebca2b8d566420a503220b24928.txt
data/images/IMG20260204074028.jpg,data/labels/IMG20260204074028.txt
data/images/z7774883014830_9f6b33c695ab83f3782b445c6136a6f3.jpg,data/labels/z7774883014830_9f6b33c695ab83f3782b445c6136a6f3.txt
data/images/z7774883021606_a6364ede798e914fea938e4e87cfb174.jpg,data/labels/z7774883021606_a6364ede798e914fea938e4e87cfb174.txt
data/images/IMG20260204074340.jpg,data/labels/IMG20260204074340.txt
data/images/IMG20260204064150.jpg,data/labels/IMG20260204064150.txt
data/images/overripe-spoiled-banana-white-surface-yellow-banana-isolated-white-background_314149-2450.avif,data/labels/overripe-spoiled-banana-white-surface-yellow-banana-isolated-white-background_314149-2450.txt
data/images/z7499995583332_dfb8ea4884608b80767a3fb4e43dc0e7.jpg,data/labels/z7499995583332_dfb8ea4884608b80767a3fb4e43dc0e7.txt
data/images/IMG20260204074224.jpg,data/labels/IMG20260204074224.txt
data/images/z7774886190613_f6c2a032663afcfd5db5f44f3436768b.jpg,data/labels/z7774886190613_f6c2a032663afcfd5db5f44f3436768b.txt
data/images/darkened-overripe-bananas-isolated-on-a-white-background-blackened-banana-peel-spoiled-banana-photo.jpg,data/labels/darkened-overripe-bananas-isolated-on-a-white-background-blackened-banana-peel-spoiled-banana-photo.txt
data/images/IMG20260204074108.jpg,data/labels/IMG20260204074108.txt
data/images/3013.jpg,data/labels/3013.txt
data/images/z7774886217643_020ccb77241c20ec86194c307396acb4.jpg,data/labels/z7774886217643_020ccb77241c20ec86194c307396acb4.txt
data/images/z7499995309316_12f9b4e00860a6285af0b50b82b7ffcb.jpg,data/labels/z7499995309316_12f9b4e00860a6285af0b50b82b7ffcb.txt
data/images/IMG20260204074037.jpg,data/labels/IMG20260204074037.txt
data/images/IMG20260204064158.jpg,data/labels/IMG20260204064158.txt
data/images/IMG20260204074432.jpg,data/labels/IMG20260204074432.txt
data/images/IMG20260204074420.jpg,data/labels/IMG20260204074420.txt
data/images/IMG20260204064154.jpg,data/labels/IMG20260204064154.txt
data/images/z7774883021679_8d280bda84ff65bd4c94816f128d08ed.jpg,data/labels/z7774883021679_8d280bda84ff65bd4c94816f128d08ed.txt
data/images/5-loi-ich-suc-khoe-cua-trai-chanh-xanh.jpg,data/labels/5-loi-ich-suc-khoe-cua-trai-chanh-xanh.txt
data/images/IMG20260204064355.jpg,data/labels/IMG20260204064355.txt
data/images/IMG20260204074326.jpg,data/labels/IMG20260204074326.txt
data/images/z7499995034442_56d30d51456cec2995b6bc37b6f482b9.jpg,data/labels/z7499995034442_56d30d51456cec2995b6bc37b6f482b9.txt
data/images/download (1).jpg,data/labels/download (1).txt
data/images/Lemon - Stylized Artistic.jpg,data/labels/Lemon - Stylized Artistic.txt
data/images/z7774886195029_e047afc2aa29f193be5604f954552a62.jpg,data/labels/z7774886195029_e047afc2aa29f193be5604f954552a62.txt
data/images/z7774886202096_8d5e2038bd852a012d89a72bd3ea1793.jpg,data/labels/z7774886202096_8d5e2038bd852a012d89a72bd3ea1793.txt
data/images/chuối.jpg,data/labels/chuối.txt
data/images/Fresh-Orange.webp,data/labels/Fresh-Orange.txt
data/images/IMG20260203165205.jpg,data/labels/IMG20260203165205.txt
data/images/IMG20260204074209.jpg,data/labels/IMG20260204074209.txt
data/images/z7774886149009_9ffcbbfa95dfbc4341be382cb3fb8877.jpg,data/labels/z7774886149009_9ffcbbfa95dfbc4341be382cb3fb8877.txt
data/images/20260203_175200.jpg,data/labels/20260203_175200.txt
data/images/IMG20260203165225.jpg,data/labels/IMG20260203165225.txt
data/images/IMG20260204064224.jpg,data/labels/IMG20260204064224.txt
data/images/IMG20260204074334.jpg,data/labels/IMG20260204074334.txt
data/images/z7774886174187_5a5126c3bfbaa8e15a7b4bc477979bcd.jpg,data/labels/z7774886174187_5a5126c3bfbaa8e15a7b4bc477979bcd.txt
data/images/49becd1c31a778fd22715f46a1515a6d.jpg,data/labels/49becd1c31a778fd22715f46a1515a6d.txt
data/images/z7774883019552_8e6b8259db4e29c97fb42dfe16c26473.jpg,data/labels/z7774883019552_8e6b8259db4e29c97fb42dfe16c26473.txt
data/images/z7499991724350_914ef42f3fac45994662b04f989d8abb.jpg,data/labels/z7499991724350_914ef42f3fac45994662b04f989d8abb.txt
data/images/20260203_175118.jpg,data/labels/20260203_175118.txt
data/images/IMG20260204074249.jpg,data/labels/IMG20260204074249.txt
data/images/z7499996640803_fbed6a78dba22fbeddda7776ef060634.jpg,data/labels/z7499996640803_fbed6a78dba22fbeddda7776ef060634.txt
data/images/IMG20260204074109.jpg,data/labels/IMG20260204074109.txt
data/images/z7499995034374_d6eced3a82855cde12861ed732283cef.jpg,data/labels/z7499995034374_d6eced3a82855cde12861ed732283cef.txt
data/images/IMG20260204074044.jpg,data/labels/IMG20260204074044.txt
data/images/z7774883029292_b4edebcdbced02b0c44a1da2d00bd6d4.jpg,data/labels/z7774883029292_b4edebcdbced02b0c44a1da2d00bd6d4.txt
data/images/IMG20260204074024.jpg,data/labels/IMG20260204074024.txt
data/images/z7774883175358_f4cf243dfad33cc281867a874da7ebd4.jpg,data/labels/z7774883175358_f4cf243dfad33cc281867a874da7ebd4.txt
data/images/IMG20260204074220.jpg,data/labels/IMG20260204074220.txt
data/images/z7774934489695_659e5b95e40d2744f52f8a9b381e822e.jpg,data/labels/z7774934489695_659e5b95e40d2744f52f8a9b381e822e.txt
data/images/IMG20260204074136.jpg,data/labels/IMG20260204074136.txt
data/images/IMG20260204074031.jpg,data/labels/IMG20260204074031.txt
data/images/chanh-ngon-trên-lòng-trắng.jpg,data/labels/chanh-ngon-trên-lòng-trắng.txt
data/images/IMG20260203195542.jpg,data/labels/IMG20260203195542.txt
data/images/IMG20260204074130.jpg,data/labels/IMG20260204074130.txt
data/images/z7774934414199_7c2318f71aec58fbd13d2e23de49b698.jpg,data/labels/z7774934414199_7c2318f71aec58fbd13d2e23de49b698.txt
data/images/z7774883244991_d44776e50a280cb73f7e0f15bd25da9b.jpg,data/labels/z7774883244991_d44776e50a280cb73f7e0f15bd25da9b.txt
data/images/IMG20260204064216.jpg,data/labels/IMG20260204064216.txt
data/images/z7774934284312_97628fd956850c087931aac59c15a3c0.jpg,data/labels/z7774934284312_97628fd956850c087931aac59c15a3c0.txt
data/images/20260203_175045.jpg,data/labels/20260203_175045.txt
data/images/IMG20260204074107.jpg,data/labels/IMG20260204074107.txt
data/images/z7774886143945_7bee6f04b7264b7dff8d40f0c4778452.jpg,data/labels/z7774886143945_7bee6f04b7264b7dff8d40f0c4778452.txt
data/images/z7499991945279_cc315200b460742d03cb25ea342b9285.jpg,data/labels/z7499991945279_cc315200b460742d03cb25ea342b9285.txt
data/images/spoiled-bananas-photo2-m.webp,data/labels/spoiled-bananas-photo2-m.txt
data/images/z7774882995756_f94a2c6d8f5f393dd85aca9ba537e116.jpg,data/labels/z7774882995756_f94a2c6d8f5f393dd85aca9ba537e116.txt
data/images/cam-4_b1be682b1df24b098c3a086405b46e7e_596e3b20f1d04f7796e8e342bbe85aa5_master.jpg,data/labels/cam-4_b1be682b1df24b098c3a086405b46e7e_596e3b20f1d04f7796e8e342bbe85aa5_master.txt
data/images/IMG20260204074356.jpg,data/labels/IMG20260204074356.txt
data/images/z7774883014829_b2bd5c5007d9237da4cfff92c679f6d7.jpg,data/labels/z7774883014829_b2bd5c5007d9237da4cfff92c679f6d7.txt
data/images/Фрукты азии.jpg,data/labels/Фрукты азии.txt
data/images/IMG20260203165330.jpg,data/labels/IMG20260203165330.txt
data/images/IMG20260204074329.jpg,data/labels/IMG20260204074329.txt
data/images/z7499994852551_de9dc0c4b29ae8c36fd35d6414c1fc03.jpg,data/labels/z7499994852551_de9dc0c4b29ae8c36fd35d6414c1fc03.txt
data/images/IMG20260203165209.jpg,data/labels/IMG20260203165209.txt
data/images/download (2).jpg,data/labels/download (2).txt
data/images/z7499991939219_30a550cd71781baa7cd17229faa734d0.jpg,data/labels/z7499991939219_30a550cd71781baa7cd17229faa734d0.txt
